user	transaction_date	sales_amount	join_date	region
9926	21-01-2016	61.35	21-01-2016	C
1018	22-01-2016	99.31	15-07-2012	D
742	22-01-2016	12.69	30-01-2010	B
1397	22-01-2016	11.47	15-04-2013	D
4	22-01-2016	70.64	28-07-2011	B
979	22-01-2016	28.61	03-12-2011	B
1752	22-01-2016	55.66	04-08-2013	I
1590	22-01-2016	12.7	19-05-2014	B
1590	22-01-2016	188.6	19-05-2014	B
505	22-01-2016	8.93	20-05-2002	B
3806	22-01-2016	59.29	22-01-2016	B
2722	22-01-2016	9.75	05-10-2015	C
1580	22-01-2016	17.05	11-11-2014	P
2617	22-01-2016	44.85	01-07-2013	B
2795	22-01-2016	27.78	17-10-2015	C
3854	22-01-2016	36.77	08-10-2015	B
3143	22-01-2016	35.16	18-01-2015	S
3434	22-01-2016	80.96	02-09-2013	L
4597	22-01-2016	8.11	20-11-2013	M
5700	22-01-2016	44.24	13-10-2014	C
4617	22-01-2016	41.15	21-03-2014	L
6223	22-01-2016	103.14	21-03-2014	G
5372	22-01-2016	13.03	21-03-2014	L
5241	22-01-2016	32.09	04-11-2013	S
7431	22-01-2016	80.17	22-01-2016	H
4559	22-01-2016	13.03	30-10-2013	P
7999	22-01-2016	32.46	15-01-2016	M
6968	22-01-2016	61.47	13-04-2014	I
8615	22-01-2016	8.12	22-01-2016	F
7031	22-01-2016	43.03	22-01-2016	I
10	23-01-2016	76.1	01-01-2001	C
305	23-01-2016	42.46	01-01-2001	B
393	23-01-2016	37.66	19-04-2010	B
209	23-01-2016	22.05	24-10-2003	B
284	23-01-2016	28.53	01-09-2005	B
168	23-01-2016	34.35	17-09-2003	H
1134	23-01-2016	26.64	24-07-2013	O
1006	23-01-2016	28.61	16-05-2011	H
865	23-01-2016	38.44	29-04-2012	C
900	23-01-2016	4.84	03-02-2010	B
2043	23-01-2016	38.67	21-01-2015	G
557	23-01-2016	53.33	04-07-2012	F
1260	23-01-2016	27.79	03-01-2003	B
706	23-01-2016	39.22	16-05-2012	D
2958	23-01-2016	7.31	23-01-2016	I
3203	23-01-2016	53.2	21-03-2014	M
2001	23-01-2016	30.98	20-12-2014	D
3722	23-01-2016	46.56	01-07-2013	S
2622	23-01-2016	6.48	08-07-2015	C
3559	23-01-2016	93.25	05-11-2015	B
3650	23-01-2016	10.59	01-07-2013	A
4085	23-01-2016	34.3	23-01-2016	C
3376	23-01-2016	218.28	03-12-2013	G
3649	23-01-2016	26.93	19-11-2013	C
4580	23-01-2016	54.96	02-09-2013	C
2566	23-01-2016	8.18	29-06-2013	D
4334	23-01-2016	5.66	25-07-2013	C
4971	23-01-2016	10.17	09-01-2014	G
6352	23-01-2016	31.9	10-05-2014	D
5719	23-01-2016	57.11	04-10-2013	M
6702	23-01-2016	43.36	11-02-2015	G
5459	23-01-2016	17.61	28-04-2014	I
6647	23-01-2016	50.22	29-11-2014	I
4690	23-01-2016	2.82	30-10-2013	C
5659	23-01-2016	68.14	21-03-2014	D
7082	23-01-2016	83.44	30-10-2014	P
6167	23-01-2016	8.18	30-10-2013	B
4240	23-01-2016	46.48	07-08-2013	H
7354	23-01-2016	241.57	23-01-2016	A
7838	23-01-2016	103.12	02-12-2015	B
8048	23-01-2016	43.58	11-09-2006	F
5804	23-01-2016	43.58	01-10-2014	M
8113	23-01-2016	14.59	23-01-2016	C
6301	23-01-2016	30.64	07-11-2013	D
7202	23-01-2016	9.42	03-03-2015	C
267	24-01-2016	26.88	17-11-2008	B
4	24-01-2016	39.0	28-07-2011	B
3012	24-01-2016	31.79	24-01-2016	C
3023	24-01-2016	30.67	24-01-2016	C
3556	24-01-2016	20.48	24-01-2016	M
2777	24-01-2016	44.09	13-01-2012	B
2528	24-01-2016	14.67	01-07-2013	G
4622	24-01-2016	10.57	09-06-2013	G
2910	24-01-2016	20.41	20-05-2013	C
3538	24-01-2016	37.99	24-01-2016	C
4703	24-01-2016	16.36	08-01-2014	M
5420	24-01-2016	11.32	24-01-2016	O
3870	24-01-2016	25.24	30-11-2014	I
4785	24-01-2016	52.1	18-12-2013	G
5614	24-01-2016	57.48	26-03-2014	C
6968	24-01-2016	36.08	13-04-2014	I
6495	24-01-2016	1.67	03-11-2015	M
7624	24-01-2016	89.5	14-10-2012	D
40	25-01-2016	12.54	29-03-1999	B
27	25-01-2016	53.2	27-05-2004	D
807	25-01-2016	22.86	14-02-2010	B
545	25-01-2016	41.74	16-12-2009	M
37	25-01-2016	33.69	01-01-2001	B
734	25-01-2016	263.44	15-12-2004	M
2120	25-01-2016	11.01	09-02-2015	L
302	25-01-2016	66.95	17-04-2012	J
2020	25-01-2016	19.66	11-12-2015	C
3040	25-01-2016	47.38	11-03-2015	C
1987	25-01-2016	69.91	22-06-2013	C
1506	25-01-2016	18.85	18-04-2015	D
2297	25-01-2016	91.99	02-07-2013	N
4302	25-01-2016	46.64	02-07-2013	I
4006	25-01-2016	58.04	10-11-2014	H
4413	25-01-2016	42.95	02-07-2013	I
3326	25-01-2016	21.15	12-11-2014	G
4626	25-01-2016	48.11	21-08-2013	B
4240	25-01-2016	76.57	07-08-2013	H
6564	25-01-2016	95.04	06-05-2010	I
6023	25-01-2016	60.62	09-04-2014	G
6302	25-01-2016	22.52	15-05-2014	R
6921	25-01-2016	16.31	05-12-2015	C
7155	25-01-2016	10.38	26-04-2014	A
8011	25-01-2016	276.65	25-01-2016	I
6243	25-01-2016	107.84	27-11-2009	G
6968	25-01-2016	25.6	13-04-2014	I
6467	25-01-2016	13.35	25-01-2016	E
66	26-01-2016	58.85	08-12-2009	M
1694	26-01-2016	455.82	01-07-2013	B
1951	26-01-2016	42.46	18-05-2013	B
2550	26-01-2016	67.62	12-02-2015	E
1164	26-01-2016	117.91	11-10-2012	B
629	26-01-2016	54.65	02-07-2013	N
2310	26-01-2016	10.57	01-07-2013	B
834	26-01-2016	21.23	26-06-2013	H
1827	26-01-2016	8.11	01-07-2013	I
3349	26-01-2016	26.22	12-11-2014	G
3161	26-01-2016	38.67	02-07-2013	L
1694	26-01-2016	54.04	01-07-2013	B
3649	26-01-2016	1.59	19-11-2013	C
3733	26-01-2016	16.23	21-03-2014	E
4346	26-01-2016	9.74	28-11-2013	I
3933	26-01-2016	32.34	25-07-2013	O
3242	26-01-2016	20.23	21-03-2014	I
3319	26-01-2016	72.46	21-03-2014	G
3692	26-01-2016	103.11	04-10-2013	D
4761	26-01-2016	18.35	17-09-2013	G
5066	26-01-2016	24.27	28-11-2013	D
6339	26-01-2016	81.03	20-12-2013	I
5330	26-01-2016	41.84	03-12-2013	H
3292	26-01-2016	61.42	01-07-2013	S
4394	26-01-2016	18.11	04-10-2013	F
7750	26-01-2016	40.46	13-03-2011	M
5728	26-01-2016	6.96	25-08-2003	C
9208	26-01-2016	26.8	11-11-2014	S
4394	26-01-2016	55.25	04-10-2013	F
6008	26-01-2016	15.13	08-03-2008	G
1176	27-01-2016	1.23	14-11-2013	M
23	27-01-2016	17.13	18-01-1999	B
989	27-01-2016	8.61	02-09-2008	C
1381	27-01-2016	28.1	14-07-2008	B
4	27-01-2016	13.84	28-07-2011	B
348	27-01-2016	108.54	29-08-2009	C
834	27-01-2016	15.48	26-06-2013	H
2112	27-01-2016	32.63	29-08-2014	I
3622	27-01-2016	63.07	25-07-2013	P
3622	27-01-2016	14.08	25-07-2013	P
1820	27-01-2016	57.99	02-07-2013	C
4781	27-01-2016	13.77	25-07-2013	I
4574	27-01-2016	13.85	21-08-2013	P
6774	27-01-2016	16.39	02-12-2006	S
6987	27-01-2016	12.3	23-01-2009	F
7267	27-01-2016	18.77	30-05-2009	M
7736	27-01-2016	44.2	27-01-2016	D
6087	27-01-2016	111.14	23-05-2013	P
7946	27-01-2016	32.69	19-03-2010	G
8021	27-01-2016	122.62	11-03-2015	S
6288	27-01-2016	30.67	11-11-2010	E
5032	27-01-2016	107.52	18-12-2013	G
23	28-01-2016	14.56	18-01-1999	B
199	28-01-2016	11.07	03-10-2009	E
10	28-01-2016	74.27	01-01-2001	C
32	28-01-2016	38.67	05-08-2008	B
568	28-01-2016	56.07	01-03-2002	B
615	28-01-2016	24.4	30-09-2003	B
1538	28-01-2016	96.58	03-03-2015	C
1542	28-01-2016	29.43	13-10-2015	C
321	28-01-2016	12.69	22-11-2010	B
99	28-01-2016	39.44	12-12-2010	B
992	28-01-2016	21.53	14-10-2010	C
2678	28-01-2016	16.39	29-11-2011	C
764	28-01-2016	223.91	09-05-2013	I
2098	28-01-2016	32.77	26-01-2015	C
764	28-01-2016	29.19	09-05-2013	I
1233	28-01-2016	65.9	07-12-2004	B
1746	28-01-2016	0.0	21-02-2014	A
1746	28-01-2016	76.94	21-02-2014	A
629	28-01-2016	8.91	02-07-2013	N
1323	28-01-2016	47.21	01-07-2013	H
2153	28-01-2016	16.37	01-07-2013	S
3649	28-01-2016	2.45	19-11-2013	C
4473	28-01-2016	29.43	21-08-2013	P
3385	28-01-2016	19.1	04-11-2013	D
2552	28-01-2016	46.04	02-07-2013	S
4362	28-01-2016	39.25	04-11-2013	C
1506	28-01-2016	71.12	18-04-2015	D
4125	28-01-2016	35.94	20-11-2014	A
4113	28-01-2016	12.21	25-07-2013	C
4804	28-01-2016	25.33	30-10-2013	L
4924	28-01-2016	26.21	09-01-2014	H
5166	28-01-2016	8.12	29-01-2014	C
7424	28-01-2016	226.59	28-01-2016	I
6898	28-01-2016	26.15	16-02-2007	C
7125	28-01-2016	12.88	13-05-2010	E
5620	28-01-2016	68.69	16-04-2014	I
5161	28-01-2016	28.69	29-01-2014	F
8388	28-01-2016	8.11	01-02-2013	M
5799	28-01-2016	52.19	09-01-2014	S
6389	28-01-2016	21.15	03-01-2016	M
5593	28-01-2016	42.3	09-01-2014	O
268	29-01-2016	12.21	12-06-2004	B
44	29-01-2016	7.31	01-01-2001	B
146	29-01-2016	11.39	07-05-2010	B
547	29-01-2016	53.98	08-05-2010	M
200	29-01-2016	4.09	20-09-2007	J
267	29-01-2016	22.03	17-11-2008	B
58	29-01-2016	11.07	04-08-2009	I
194	29-01-2016	76.12	23-04-2010	M
1632	29-01-2016	66.15	13-12-2010	C
321	29-01-2016	28.34	22-11-2010	B
2098	29-01-2016	34.34	26-01-2015	C
891	29-01-2016	55.27	28-07-2009	B
279	29-01-2016	35.46	31-05-2011	D
1972	29-01-2016	77.26	01-07-2013	A
2420	29-01-2016	2.46	27-07-2015	C
1154	29-01-2016	44.18	02-10-2013	C
1270	29-01-2016	30.89	24-01-2011	C
3166	29-01-2016	29.34	29-01-2016	C
3343	29-01-2016	16.31	29-01-2016	C
2196	29-01-2016	4.09	11-06-2013	B
2957	29-01-2016	21.14	02-07-2013	I
4340	29-01-2016	6.48	21-03-2014	P
3045	29-01-2016	10.65	31-10-2015	H
4952	29-01-2016	34.98	16-12-2013	I
4830	29-01-2016	45.0	04-11-2013	O
4992	29-01-2016	37.36	23-12-2013	C
3807	29-01-2016	101.65	24-05-2013	S
2253	29-01-2016	16.39	14-10-2014	P
4527	29-01-2016	12.16	16-08-2013	A
4294	29-01-2016	78.41	25-07-2013	I
5016	29-01-2016	64.83	18-12-2013	E
5823	29-01-2016	90.31	04-11-2013	G
6687	29-01-2016	32.62	05-12-2015	I
6162	29-01-2016	14.17	07-07-2015	C
6931	29-01-2016	54.65	31-07-2014	I
4260	29-01-2016	22.38	02-05-2014	A
4600	29-01-2016	65.5	19-12-2013	I
5223	29-01-2016	6.89	25-07-2013	G
5725	29-01-2016	0.82	06-06-2003	N
7994	29-01-2016	53.12	31-05-2015	Q
5917	29-01-2016	33.12	21-06-2014	P
8468	29-01-2016	31.07	17-12-2015	P
9031	29-01-2016	122.22	29-01-2016	E
6801	29-01-2016	19.59	10-02-2014	H
5611	29-01-2016	28.68	03-12-2013	M
6459	29-01-2016	41.74	05-04-2014	B
6064	29-01-2016	13.03	21-05-2008	K
7354	29-01-2016	219.69	23-01-2016	A
124	30-01-2016	22.23	11-02-2010	J
43	30-01-2016	6.72	21-08-2002	B
139	30-01-2016	74.75	24-12-1999	B
246	30-01-2016	39.09	17-01-2007	B
122	30-01-2016	222.98	09-01-2009	B
124	30-01-2016	22.23	11-02-2010	J
117	30-01-2016	16.31	12-08-2005	B
1726	30-01-2016	14.74	17-10-2013	B
1861	30-01-2016	30.67	23-12-2015	M
2329	30-01-2016	17.62	06-06-2013	G
1385	30-01-2016	53.41	14-12-2013	K
1972	30-01-2016	20.34	01-07-2013	A
2735	30-01-2016	50.96	07-11-2015	N
3569	30-01-2016	53.42	01-07-2013	S
3314	30-01-2016	8.18	27-11-2015	B
859	30-01-2016	37.3	26-08-2012	J
2352	30-01-2016	9.0	25-07-2013	I
2167	30-01-2016	152.21	01-07-2013	O
3242	30-01-2016	12.23	21-03-2014	I
1661	30-01-2016	32.55	01-07-2013	C
1656	30-01-2016	22.87	01-07-2013	G
2544	30-01-2016	93.94	01-07-2013	F
4379	30-01-2016	72.67	02-07-2013	C
3242	30-01-2016	38.06	21-03-2014	I
3242	30-01-2016	7.06	21-03-2014	I
4064	30-01-2016	134.51	02-09-2013	H
4702	30-01-2016	93.32	21-03-2014	L
4873	30-01-2016	6.48	04-10-2013	G
5065	30-01-2016	54.17	25-07-2013	S
6187	30-01-2016	66.2	21-03-2014	I
4971	30-01-2016	10.57	09-01-2014	G
6260	30-01-2016	84.72	23-10-2007	O
6894	30-01-2016	20.41	16-11-2005	D
6328	30-01-2016	31.07	30-03-2011	B
6894	30-01-2016	36.72	16-11-2005	D
6753	30-01-2016	29.43	11-12-2014	S
7308	30-01-2016	2.38	31-05-2014	P
4859	30-01-2016	98.84	21-08-2013	F
7027	30-01-2016	69.59	02-11-2007	H
5369	30-01-2016	18.28	20-12-2013	D
5258	30-01-2016	28.61	29-03-2014	C
7252	30-01-2016	38.67	15-12-2013	D
7511	30-01-2016	14.59	12-11-2014	F
7691	30-01-2016	9.51	31-05-2012	P
4841	30-01-2016	123.94	17-09-2013	S
7637	30-01-2016	67.94	21-03-2014	C
44	31-01-2016	153.11	01-01-2001	B
12	31-01-2016	87.17	20-01-2006	E
286	31-01-2016	5.68	29-06-2007	E
336	31-01-2016	2.46	28-05-2010	N
544	31-01-2016	37.53	05-12-2011	H
4	31-01-2016	88.46	28-07-2011	B
2844	31-01-2016	31.9	01-07-2013	O
2883	31-01-2016	6.14	03-08-2011	C
3263	31-01-2016	70.64	25-07-2013	I
933	31-01-2016	89.66	12-11-2014	N
2968	31-01-2016	58.96	02-07-2013	C
3263	31-01-2016	54.04	25-07-2013	I
2221	31-01-2016	41.24	01-07-2013	I
2504	31-01-2016	34.98	01-07-2013	P
4701	31-01-2016	16.97	09-01-2014	G
4825	31-01-2016	26.97	10-11-2013	I
6123	31-01-2016	52.19	09-03-2015	P
6790	31-01-2016	65.72	23-04-2014	D
8736	31-01-2016	14.67	20-01-2013	M
8147	31-01-2016	21.81	18-11-2009	C
37	01-02-2016	36.2	01-01-2001	B
200	01-02-2016	10.24	20-09-2007	J
174	01-02-2016	2.05	24-12-1999	B
1172	01-02-2016	4.02	03-12-2011	B
1691	01-02-2016	34.31	13-12-2012	M
1533	01-02-2016	21.31	30-11-2010	I
552	01-02-2016	7.77	24-09-2010	B
1260	01-02-2016	24.98	03-01-2003	B
2827	01-02-2016	36.81	09-09-2015	A
2607	01-02-2016	54.04	15-01-2015	C
3766	01-02-2016	48.28	07-12-2015	C
4108	01-02-2016	82.21	01-07-2013	I
3263	01-02-2016	188.55	25-07-2013	I
3534	01-02-2016	12.94	02-07-2013	E
3786	01-02-2016	27.19	07-06-2013	O
2399	01-02-2016	59.75	10-12-2015	C
3947	01-02-2016	39.94	01-08-2013	A
4339	01-02-2016	25.26	28-11-2013	L
4240	01-02-2016	47.14	07-08-2013	H
5676	01-02-2016	53.04	02-12-2013	A
5559	01-02-2016	146.41	10-02-2014	P
7809	01-02-2016	53.2	01-02-2016	S
6963	01-02-2016	74.5	12-09-2004	P
8451	01-02-2016	11.39	14-12-2014	D
8876	01-02-2016	10.24	30-05-2012	G
5406	01-02-2016	48.5	26-06-2012	G
9312	01-02-2016	26.89	14-12-2004	P
6563	01-02-2016	42.92	16-06-2015	C
9952	01-02-2016	17.61	01-02-2016	G
164	02-02-2016	49.92	09-07-2002	B
194	02-02-2016	38.06	23-04-2010	M
24	02-02-2016	31.9	28-02-2008	J
37	02-02-2016	10.57	01-01-2001	B
1343	02-02-2016	2.45	02-02-2016	B
123	02-02-2016	22.45	25-10-2002	B
981	02-02-2016	42.36	29-07-2009	M
2185	02-02-2016	51.56	02-02-2016	C
685	02-02-2016	24.32	24-06-2011	C
629	02-02-2016	50.85	02-07-2013	N
28	02-02-2016	131.44	16-04-2011	J
1593	02-02-2016	40.9	17-10-2012	B
2851	02-02-2016	20.32	02-07-2013	Q
1952	02-02-2016	73.95	20-12-2011	I
3410	02-02-2016	19.25	18-10-2015	C
2154	02-02-2016	42.97	04-05-2015	B
3928	02-02-2016	28.61	02-02-2016	I
2208	02-02-2016	120.53	01-07-2013	B
3410	02-02-2016	31.48	18-10-2015	C
2108	02-02-2016	55.7	01-07-2013	G
2297	02-02-2016	17.15	02-07-2013	N
3143	02-02-2016	12.14	18-01-2015	S
4218	02-02-2016	31.84	05-02-2015	C
3567	02-02-2016	55.25	25-07-2013	A
3242	02-02-2016	130.13	21-03-2014	I
5413	02-02-2016	16.55	14-10-2014	G
7163	02-02-2016	32.38	05-01-2015	G
7901	02-02-2016	138.44	02-02-2016	B
6996	02-02-2016	39.26	29-10-2015	C
5838	02-02-2016	20.24	10-11-2014	G
9102	02-02-2016	22.04	02-07-2012	L
6278	02-02-2016	102.7	21-03-2014	F
7843	02-02-2016	35.15	29-10-2011	B
447	03-02-2016	10.65	01-04-2010	D
810	03-02-2016	11.39	31-07-2012	B
1175	03-02-2016	19.59	09-11-2012	M
602	03-02-2016	19.67	02-09-2013	H
1488	03-02-2016	43.44	13-05-2010	C
2399	03-02-2016	1.63	10-12-2015	C
1417	03-02-2016	40.45	02-03-2007	B
3449	03-02-2016	12.62	01-07-2013	C
1800	03-02-2016	44.75	17-05-2013	C
4075	03-02-2016	65.65	02-07-2013	D
1754	03-02-2016	26.97	02-07-2013	B
4087	03-02-2016	9.34	14-10-2014	C
1576	03-02-2016	4.98	30-05-2013	C
2108	03-02-2016	10.57	01-07-2013	G
4001	03-02-2016	23.07	02-07-2013	A
3484	03-02-2016	10.9	02-07-2013	C
4954	03-02-2016	32.46	21-03-2014	D
5504	03-02-2016	9.01	03-12-2013	B
5081	03-02-2016	9.42	28-11-2013	D
5453	03-02-2016	21.22	04-04-2015	T
6967	03-02-2016	23.69	21-03-2014	I
5449	03-02-2016	26.97	18-12-2013	P
5417	03-02-2016	16.31	21-03-2014	B
8027	03-02-2016	62.64	21-09-2012	P
8575	03-02-2016	13.03	21-03-2014	F
7714	03-02-2016	26.95	04-08-2004	S
9464	03-02-2016	12.29	22-04-2013	P
7118	03-02-2016	86.03	03-07-2007	F
6008	03-02-2016	24.51	08-03-2008	G
52	04-02-2016	13.03	29-09-2004	B
53	04-02-2016	33.93	23-03-2000	B
22	04-02-2016	75.56	06-07-2005	B
762	04-02-2016	65.34	01-11-2009	C
1722	04-02-2016	4.02	15-11-2005	B
657	04-02-2016	10.73	02-10-2009	B
2763	04-02-2016	52.38	04-02-2016	C
2098	04-02-2016	29.43	26-01-2015	C
3530	04-02-2016	99.27	04-02-2016	C
3649	04-02-2016	16.47	19-11-2013	C
3952	04-02-2016	42.38	04-02-2016	J
4084	04-02-2016	51.56	21-03-2014	H
4386	04-02-2016	36.15	02-07-2013	D
2053	04-02-2016	36.41	01-07-2013	L
3385	04-02-2016	18.35	04-11-2013	D
3164	04-02-2016	39.02	21-03-2014	B
4626	04-02-2016	174.59	21-08-2013	B
3383	04-02-2016	40.0	02-07-2013	I
3242	04-02-2016	138.32	21-03-2014	I
4495	04-02-2016	27.79	09-01-2014	G
3242	04-02-2016	3.63	21-03-2014	I
4897	04-02-2016	37.44	29-01-2014	H
6684	04-02-2016	67.95	09-10-2014	H
4600	04-02-2016	41.13	19-12-2013	I
5270	04-02-2016	26.14	27-02-2003	L
4245	04-02-2016	273.3	17-09-2013	O
4848	04-02-2016	16.15	17-09-2013	I
7666	04-02-2016	26.15	31-10-2015	I
8008	04-02-2016	36.21	23-10-2003	I
5553	04-02-2016	25.41	03-12-2013	S
10	05-02-2016	90.91	01-01-2001	C
929	05-02-2016	89.03	13-07-2004	B
1112	05-02-2016	26.97	13-03-2010	I
704	05-02-2016	41.72	19-03-2010	C
1300	05-02-2016	9.68	13-12-2002	B
657	05-02-2016	23.69	02-10-2009	B
28	05-02-2016	19.61	16-04-2011	J
2417	05-02-2016	44.53	05-12-1999	B
1233	05-02-2016	30.74	07-12-2004	B
1761	05-02-2016	71.39	16-04-2008	C
629	05-02-2016	14.08	02-07-2013	N
3612	05-02-2016	9.5	05-02-2016	M
2550	05-02-2016	16.96	12-02-2015	E
2789	05-02-2016	38.44	29-05-2013	C
1307	05-02-2016	58.52	21-08-2013	G
2649	05-02-2016	34.97	01-07-2013	I
1627	05-02-2016	10.57	13-01-2015	I
4070	05-02-2016	40.9	02-07-2013	S
1753	05-02-2016	44.77	06-02-2015	C
4776	05-02-2016	30.67	04-10-2013	C
4577	05-02-2016	49.73	25-07-2013	I
4125	05-02-2016	75.46	20-11-2014	A
5498	05-02-2016	36.08	24-10-2014	I
5012	05-02-2016	28.61	21-03-2014	E
4820	05-02-2016	30.91	09-01-2014	M
6334	05-02-2016	101.47	05-02-2016	H
5749	05-02-2016	36.81	18-12-2013	A
5012	05-02-2016	39.26	21-03-2014	E
6878	05-02-2016	17.13	26-08-2015	G
5346	05-02-2016	51.47	07-06-2006	B
6428	05-02-2016	53.35	10-12-2015	C
7016	05-02-2016	23.36	01-11-2014	G
8280	05-02-2016	18.77	18-11-2015	C
6677	05-02-2016	8.86	05-10-2005	B
6378	05-02-2016	27.79	10-11-2006	L
8828	05-02-2016	59.75	05-02-2016	P
5363	05-02-2016	10.24	27-06-2015	G
6690	05-02-2016	28.93	10-11-2014	O
8483	05-02-2016	13.77	03-03-2012	L
190	06-02-2016	138.13	06-03-2008	I
195	06-02-2016	17.87	03-09-2006	B
37	06-02-2016	15.49	01-01-2001	B
754	06-02-2016	16.31	11-01-1999	B
10	06-02-2016	16.71	01-01-2001	C
253	06-02-2016	36.8	01-08-2009	B
200	06-02-2016	13.44	20-09-2007	J
1040	06-02-2016	66.7	31-12-2011	P
91	06-02-2016	13.08	20-03-1999	B
214	06-02-2016	52.79	17-04-2014	H
2688	06-02-2016	45.17	01-07-2013	O
2838	06-02-2016	78.02	06-02-2016	M
549	06-02-2016	47.38	30-10-2003	I
2854	06-02-2016	20.33	03-06-2013	H
3206	06-02-2016	56.15	06-02-2016	A
1539	06-02-2016	17.29	12-12-2015	C
2408	06-02-2016	24.51	18-05-2013	G
3568	06-02-2016	11.32	06-02-2016	I
2854	06-02-2016	6.48	03-06-2013	H
629	06-02-2016	19.27	02-07-2013	N
2500	06-02-2016	12.26	31-10-2015	L
3237	06-02-2016	26.15	24-11-2015	B
2409	06-02-2016	15.96	06-06-2013	P
3649	06-02-2016	10.76	19-11-2013	C
2528	06-02-2016	74.81	01-07-2013	G
1555	06-02-2016	5.33	25-07-2013	P
2471	06-02-2016	45.49	21-08-2013	O
3649	06-02-2016	9.77	19-11-2013	C
1966	06-02-2016	17.63	01-07-2013	I
2705	06-02-2016	16.31	01-07-2013	C
3280	06-02-2016	30.15	01-07-2013	G
3933	06-02-2016	81.72	25-07-2013	F
5412	06-02-2016	27.7	21-03-2014	O
3242	06-02-2016	7.99	21-03-2014	I
3242	06-02-2016	130.57	21-03-2014	I
4762	06-02-2016	58.65	21-03-2014	D
5058	06-02-2016	22.8	14-12-2014	A
4449	06-02-2016	8.11	18-12-2013	G
4240	06-02-2016	70.21	07-08-2013	H
3008	06-02-2016	80.25	01-08-2013	S
6683	06-02-2016	88.96	30-08-2003	G
6480	06-02-2016	51.52	30-04-2004	G
6667	06-02-2016	50.35	11-11-2014	P
8108	06-02-2016	51.56	06-02-2016	I
5308	06-02-2016	14.67	04-11-2013	H
7288	06-02-2016	27.14	21-10-2014	S
9220	06-02-2016	8.11	06-02-2016	B
7207	06-02-2016	28.28	27-11-2006	L
7288	06-02-2016	85.77	21-10-2014	S
8948	06-02-2016	13.03	15-11-2010	H
39	07-02-2016	13.37	04-01-2009	L
661	07-02-2016	12.21	18-09-2009	D
46	07-02-2016	15.95	18-11-2008	B
57	07-02-2016	31.81	14-11-2013	C
751	07-02-2016	37.38	28-10-2009	E
321	07-02-2016	4.84	22-11-2010	B
898	07-02-2016	109.17	17-07-2013	D
488	07-02-2016	10.57	12-09-2010	N
1385	07-02-2016	99.07	14-12-2013	K
3273	07-02-2016	12.21	25-07-2013	B
3514	07-02-2016	46.64	02-09-2013	F
1661	07-02-2016	57.26	01-07-2013	C
4377	07-02-2016	34.3	21-08-2013	L
2297	07-02-2016	68.79	02-07-2013	N
3898	07-02-2016	13.77	21-03-2014	B
4955	07-02-2016	68.73	21-03-2014	E
5494	07-02-2016	48.28	30-10-2013	C
6732	07-02-2016	53.78	15-01-2014	D
4690	07-02-2016	11.39	30-10-2013	C
8781	07-02-2016	50.22	05-09-2015	A
8830	07-02-2016	9.82	23-12-2015	I
7977	07-02-2016	26.07	02-09-2014	L
7790	07-02-2016	43.36	02-02-2013	I
6730	07-02-2016	9.77	17-12-2013	P
756	08-02-2016	3.27	08-04-2013	H
588	08-02-2016	51.51	23-04-2009	H
93	08-02-2016	6.96	01-01-2001	B
1276	08-02-2016	49.91	18-08-2010	H
493	08-02-2016	15.97	02-11-2009	B
100	08-02-2016	62.53	26-09-2010	E
2389	08-02-2016	71.97	08-02-2016	H
2870	08-02-2016	46.64	08-02-2016	A
2870	08-02-2016	0.2	08-02-2016	A
3452	08-02-2016	43.58	18-12-2014	E
925	08-02-2016	27.8	09-08-2014	A
2990	08-02-2016	17.45	01-07-2013	H
4284	08-02-2016	11.47	01-08-2013	G
1972	08-02-2016	10.46	01-07-2013	A
4248	08-02-2016	30.66	21-03-2014	S
2416	08-02-2016	236.98	01-07-2013	T
4971	08-02-2016	10.57	09-01-2014	G
4678	08-02-2016	8.13	02-07-2013	F
6064	08-02-2016	31.23	21-05-2008	K
4718	08-02-2016	39.12	08-11-2014	N
4977	08-02-2016	50.96	20-12-2013	B
3978	08-02-2016	54.04	18-12-2013	M
5497	08-02-2016	57.3	18-12-2013	F
4868	08-02-2016	30.3	14-12-2014	L
5508	08-02-2016	9.34	10-11-2014	M
7356	08-02-2016	9.41	09-09-2009	G
7907	08-02-2016	7.78	28-10-2014	P
7250	08-02-2016	31.9	12-11-2014	G
5680	08-02-2016	21.32	08-11-2014	A
7386	08-02-2016	66.24	16-11-2012	G
7250	08-02-2016	38.67	12-11-2014	G
9792	08-02-2016	48.84	08-02-2016	B
7651	08-02-2016	32.38	02-01-2015	B
32	09-02-2016	54.02	05-08-2008	B
602	09-02-2016	50.74	02-09-2013	H
16	09-02-2016	12.2	01-01-2001	B
146	09-02-2016	39.87	07-05-2010	B
1372	09-02-2016	53.2	23-11-2011	K
4	09-02-2016	30.36	28-07-2011	B
469	09-02-2016	21.14	19-11-2011	C
1414	09-02-2016	80.08	10-09-2011	C
2298	09-02-2016	76.1	09-02-2016	D
2001	09-02-2016	30.98	20-12-2014	D
1711	09-02-2016	39.11	25-07-2013	B
3087	09-02-2016	30.99	02-07-2013	B
2008	09-02-2016	3.28	16-12-2013	B
629	09-02-2016	5.53	02-07-2013	N
2488	09-02-2016	35.36	01-07-2013	S
3087	09-02-2016	50.75	02-07-2013	B
3788	09-02-2016	22.05	14-11-2013	G
4340	09-02-2016	8.6	21-03-2014	P
