user	transaction date	sales amount	join date	region
8593	March/22/2015	53.68	March/22/2015	C
4788	March/22/2015	24.18	September/17/2013	P
7841	March/22/2015	67.95	February/15/2013	G
8634	March/22/2015	48.2	August/17/2009	H
267	March/23/2015	0.0	November/17/2008	B
137	March/23/2015	29.1	November/19/2005	C
1135	March/23/2015	27.79	March/23/2015	L
92	March/23/2015	85.58	July/29/2009	D
746	March/23/2015	24.17	February/03/2008	C
267	March/23/2015	29.9	November/17/2008	B
267	March/23/2015	2.45	November/17/2008	B
336	March/23/2015	61.83	May/28/2010	N
793	March/23/2015	37.55	August/04/2011	C
2837	March/23/2015	4.08	July/10/2013	C
28	March/23/2015	50.5	April/16/2011	J
589	March/23/2015	18.84	April/01/2011	D
1540	March/23/2015	32.88	June/11/2013	G
1980	March/23/2015	8.11	February/10/2014	C
629	March/23/2015	41.5	July/02/2013	N
2566	March/23/2015	26.92	June/29/2013	D
1980	March/23/2015	0.0	February/10/2014	C
2990	March/23/2015	11.05	July/01/2013	H
2857	March/23/2015	28.52	July/01/2013	A
4862	March/23/2015	10.96	December/20/2014	C
4787	March/23/2015	53.69	June/27/2013	S
4755	March/23/2015	18.77	March/21/2014	C
4340	March/23/2015	27.46	March/21/2014	P
5692	March/23/2015	3.07	March/21/2014	G
4892	March/23/2015	128.69	November/04/2013	D
5429	March/23/2015	31.8	December/18/2013	M
3238	March/23/2015	50.66	July/01/2013	Q
7486	March/23/2015	11.77	August/16/2007	E
7493	March/23/2015	54.1	January/18/2015	M
7628	March/23/2015	55.16	March/23/2015	P
7254	March/23/2015	4.02	March/23/2015	C
6179	March/23/2015	24.5	March/01/2015	M
8289	March/23/2015	11.48	February/09/2015	D
84	March/24/2015	27.46	November/21/2008	B
16	March/24/2015	2.45	January/01/2001	B
133	March/24/2015	31.39	May/15/2008	M
76	March/24/2015	5.81	December/17/2004	B
270	March/24/2015	21.67	February/03/2010	C
348	March/24/2015	241.72	August/29/2009	C
1435	March/24/2015	8.11	June/05/2005	C
2134	March/24/2015	56.08	March/24/2015	D
2235	March/24/2015	25.06	March/19/2010	P
1435	March/24/2015	96.1	June/05/2005	C
1435	March/24/2015	70.72	June/05/2005	C
311	March/24/2015	14.67	April/15/2011	G
3631	March/24/2015	76.32	December/01/2015	C
1924	March/24/2015	39.75	July/02/2013	S
4297	March/24/2015	79.1	January/18/2014	I
2990	March/24/2015	7.37	July/01/2013	H
2984	March/24/2015	9.0	July/02/2013	C
4491	March/24/2015	137.62	October/21/2013	I
4001	March/24/2015	10.71	July/02/2013	A
8610	March/24/2015	128.2	March/24/2015	C
8856	March/24/2015	26.97	March/22/2004	C
9495	March/24/2015	13.41	February/09/2013	H
5270	March/24/2015	25.82	February/27/2003	L
9855	March/24/2015	22.94	May/24/2010	P
248	March/25/2015	60.98	May/13/2008	B
76	March/25/2015	4.84	December/17/2004	B
1015	March/25/2015	4.51	August/11/2010	I
930	March/25/2015	25.0	June/06/2010	M
1738	March/25/2015	109.77	March/20/2012	M
579	March/25/2015	130.82	April/08/2012	B
2178	March/25/2015	78.52	May/04/2014	C
353	March/25/2015	23.27	December/06/2009	I
1004	March/25/2015	31.98	February/02/2012	J
2559	March/25/2015	80.63	June/30/2013	A
289	March/25/2015	25.25	March/06/2012	C
1494	March/25/2015	8.29	March/25/2015	I
2251	March/25/2015	25.77	March/14/2015	C
3715	March/25/2015	42.54	December/18/2013	G
5189	March/25/2015	58.3	March/03/2015	C
5313	March/25/2015	36.8	November/28/2013	B
4580	March/25/2015	16.46	September/02/2013	C
5032	March/25/2015	27.8	December/18/2013	G
4383	March/25/2015	23.69	September/02/2013	P
7605	March/25/2015	22.54	March/25/2015	M
7762	March/25/2015	12.7	May/24/2010	G
6013	March/25/2015	130.76	July/05/2010	C
5817	March/25/2015	10.57	April/22/2014	Q
5632	March/25/2015	22.84	December/03/2013	I
9194	March/25/2015	42.19	May/24/2010	G
142	March/26/2015	31.81	January/01/2001	B
142	March/26/2015	9.67	January/01/2001	B
175	March/26/2015	2.04	June/26/2004	O
743	March/26/2015	36.53	January/21/2012	M
336	March/26/2015	260.51	May/28/2010	N
7	March/26/2015	60.52	May/04/2009	C
112	March/26/2015	9.8	April/27/2011	B
1518	March/26/2015	8.11	March/26/2015	B
336	March/26/2015	81.84	May/28/2010	N
124	March/26/2015	58.88	February/11/2010	J
1997	March/26/2015	11.06	July/01/2013	H
1458	March/26/2015	4.9	December/18/2014	M
1227	March/26/2015	16.31	December/06/2014	B
743	March/26/2015	36.72	January/21/2012	M
2344	March/26/2015	17.13	October/31/2013	B
1244	March/26/2015	8.52	April/01/2013	B
3744	March/26/2015	122.8	July/01/2013	S
2159	March/26/2015	20.82	December/22/2014	I
3087	March/26/2015	66.47	July/02/2013	B
2471	March/26/2015	40.57	August/21/2013	O
2430	March/26/2015	1.72	July/01/2013	D
4634	March/26/2015	26.26	December/03/2013	G
2580	March/26/2015	15.49	March/21/2014	O
3083	March/26/2015	121.25	January/20/2015	S
3242	March/26/2015	54.4	March/21/2014	I
4776	March/26/2015	57.86	October/04/2013	C
3226	March/26/2015	18.28	July/01/2013	K
4848	March/26/2015	35.98	September/17/2013	I
6172	March/26/2015	17.95	December/18/2013	L
7604	March/26/2015	70.1	July/24/2014	C
6378	March/26/2015	29.1	November/10/2006	L
8810	March/26/2015	26.63	July/03/2010	C
3591	March/26/2015	36.07	August/20/2013	A
7737	March/26/2015	187.54	July/08/2006	O
6977	March/26/2015	16.84	February/03/2015	C
7823	March/26/2015	156.06	December/23/2014	S
9102	March/26/2015	48.69	July/02/2012	L
202	March/27/2015	16.06	January/25/2003	B
265	March/27/2015	17.22	April/03/2001	B
44	March/27/2015	41.66	January/01/2001	B
48	March/27/2015	41.22	May/12/1999	B
292	March/27/2015	27.45	January/03/2007	E
113	March/27/2015	4.92	December/28/2005	B
118	March/27/2015	12.7	May/02/2007	I
602	March/27/2015	19.67	September/02/2013	H
616	March/27/2015	60.49	April/01/2009	B
1422	March/27/2015	17.53	November/07/2010	J
2075	March/27/2015	9.42	November/16/2014	G
1147	March/27/2015	17.08	October/09/2013	C
764	March/27/2015	38.95	May/09/2013	I
2371	March/27/2015	10.57	May/27/2013	I
685	March/27/2015	89.17	June/24/2011	C
2676	March/27/2015	11.48	August/21/2013	L
2343	March/27/2015	24.2	March/24/2014	J
151	March/27/2015	60.26	March/03/2011	B
1650	March/27/2015	43.87	June/07/2013	A
1227	March/27/2015	8.19	December/06/2014	B
2664	March/27/2015	33.52	November/12/2014	D
1018	March/27/2015	49.59	July/15/2012	D
2843	March/27/2015	15.97	July/01/2013	B
3195	March/27/2015	25.73	December/06/2014	N
2990	March/27/2015	11.05	July/01/2013	H
2851	March/27/2015	19.67	July/02/2013	Q
1656	March/27/2015	11.62	July/01/2013	G
3650	March/27/2015	17.13	July/01/2013	A
3356	March/27/2015	11.89	July/02/2013	P
1581	March/27/2015	36.15	July/01/2013	L
3298	March/27/2015	1.76	November/23/2014	M
4000	March/27/2015	18.07	March/21/2014	P
5406	March/27/2015	38.29	June/26/2012	G
4843	March/27/2015	212.53	November/13/2013	I
4339	March/27/2015	64.2	November/28/2013	L
5908	March/27/2015	35.08	March/26/2014	I
4218	March/27/2015	74.08	February/05/2015	C
4255	March/27/2015	49.1	August/01/2013	B
5990	March/27/2015	81.97	March/21/2014	S
5865	March/27/2015	105.91	November/16/2013	C
6280	March/27/2015	8.11	January/11/2014	I
4835	March/27/2015	55.34	December/05/2013	H
4788	March/27/2015	41.55	September/17/2013	P
6716	March/27/2015	16.31	March/21/2014	G
4501	March/27/2015	6.88	March/21/2014	M
7870	March/27/2015	23.28	May/30/2008	P
8535	March/27/2015	13.93	May/25/2010	H
6051	March/27/2015	35.52	January/29/2015	G
6799	March/27/2015	13.7	February/10/2014	G
25	March/28/2015	5.74	January/01/2001	B
826	March/28/2015	8.11	November/02/2009	B
4	March/28/2015	28.55	July/28/2011	B
425	March/28/2015	52.39	July/21/2003	B
46	March/28/2015	44.51	November/18/2008	B
1320	March/28/2015	14.95	December/18/2013	D
641	March/28/2015	30.04	October/20/2012	C
770	March/28/2015	47.11	December/09/2010	L
1260	March/28/2015	21.29	January/03/2003	B
1536	March/28/2015	29.84	November/30/2012	M
1307	March/28/2015	10.66	August/21/2013	G
1246	March/28/2015	9.83	June/11/2014	I
629	March/28/2015	21.83	July/02/2013	N
2621	March/28/2015	97.62	May/30/2014	E
1227	March/28/2015	65.5	December/06/2014	B
1639	March/28/2015	21.71	July/01/2013	G
3467	March/28/2015	19.01	July/27/2014	I
3698	March/28/2015	21.57	January/04/2015	A
2874	March/28/2015	9.75	November/04/2012	C
1018	March/28/2015	52.44	July/15/2012	D
4456	March/28/2015	3.68	July/01/2013	I
2759	March/28/2015	42.6	May/26/2013	C
3950	March/28/2015	47.05	July/02/2013	H
4313	March/28/2015	86.96	October/04/2013	B
1873	March/28/2015	64.59	December/22/2014	I
3847	March/28/2015	62.62	July/02/2013	A
4335	March/28/2015	42.81	July/02/2013	F
4611	March/28/2015	9.0	December/29/2014	H
3697	March/28/2015	77.05	November/28/2013	I
3227	March/28/2015	16.31	July/02/2013	B
5481	March/28/2015	42.29	November/23/2014	G
4632	March/28/2015	44.18	April/16/2014	I
4357	March/28/2015	76.06	July/25/2013	D
5016	March/28/2015	29.38	December/18/2013	E
6503	March/28/2015	52.38	December/26/2014	O
6532	March/28/2015	63.77	March/10/2015	E
4841	March/28/2015	91.72	September/17/2013	S
7011	March/28/2015	65.36	March/28/2015	I
5789	March/28/2015	17.13	December/23/2010	H
6179	March/28/2015	10.65	March/01/2015	M
44	March/29/2015	28.72	January/01/2001	B
1068	March/29/2015	164.79	September/25/2009	L
1121	March/29/2015	14.64	November/14/2010	F
1078	March/29/2015	26.15	September/27/2009	C
1069	March/29/2015	4.5	February/18/2012	B
2292	March/29/2015	41.74	March/29/2015	C
1768	March/29/2015	15.07	January/09/2011	M
2691	March/29/2015	25.33	November/12/2014	G
2414	March/29/2015	49.1	July/02/2013	B
3005	March/29/2015	19.1	February/09/2015	D
2576	March/29/2015	20.83	October/07/2014	F
3636	March/29/2015	46.72	July/25/2013	S
1756	March/29/2015	70.02	July/01/2013	G
1576	March/29/2015	10.24	May/30/2013	C
4184	March/29/2015	35.16	March/21/2014	C
4485	March/29/2015	2.45	March/21/2014	A
5847	March/29/2015	72.13	April/21/2012	I
4184	March/29/2015	33.31	March/21/2014	C
4701	March/29/2015	13.03	January/09/2014	G
5497	March/29/2015	100.33	December/18/2013	F
5258	March/29/2015	31.56	March/29/2014	C
6965	March/29/2015	89.75	October/14/2014	C
6985	March/29/2015	9.41	November/08/2014	A
7961	March/29/2015	32.66	December/10/2011	G
8575	March/29/2015	2.45	March/21/2014	F
220	March/30/2015	39.28	December/08/2004	E
221	March/30/2015	18.77	April/12/2007	B
1138	March/30/2015	100.99	November/07/2009	M
546	March/30/2015	13.21	December/08/2007	E
1176	March/30/2015	32.7	November/14/2013	M
279	March/30/2015	23.62	May/31/2011	D
791	March/30/2015	49.77	March/03/2010	B
735	March/30/2015	7.3	March/29/2011	P
2660	March/30/2015	142.75	June/05/2013	I
2254	March/30/2015	35.21	December/24/2013	I
1873	March/30/2015	22.62	December/22/2014	I
629	March/30/2015	8.92	July/02/2013	N
4067	March/30/2015	35.13	June/06/2013	P
2416	March/30/2015	63.28	July/01/2013	T
4586	March/30/2015	24.86	March/30/2015	C
2857	March/30/2015	12.7	July/01/2013	A
3087	March/30/2015	80.54	July/02/2013	B
3383	March/30/2015	12.13	July/02/2013	I
6432	March/30/2015	20.41	March/02/2015	C
4339	March/30/2015	25.1	November/28/2013	L
5065	March/30/2015	51.4	July/25/2013	S
7071	March/30/2015	17.96	April/17/2014	A
6894	March/30/2015	41.39	November/16/2005	D
4268	March/30/2015	53.61	April/25/2014	I
6597	March/30/2015	31.14	October/13/2014	I
8663	March/30/2015	9.93	July/24/2012	M
8161	March/30/2015	37.7	June/20/2006	A
6968	March/30/2015	18.03	April/13/2014	I
9383	March/30/2015	13.7	April/02/2015	G
7462	March/30/2015	25.31	January/10/2015	G
123	March/31/2015	10.65	October/25/2002	B
156	March/31/2015	6.34	June/17/2002	B
821	March/31/2015	18.76	July/13/2005	C
651	March/31/2015	18.43	June/13/2011	H
344	March/31/2015	49.58	November/24/2006	D
770	March/31/2015	59.87	December/09/2010	L
619	March/31/2015	13.86	April/22/2009	I
1134	March/31/2015	26.64	July/24/2013	O
2053	March/31/2015	66.21	July/01/2013	L
488	March/31/2015	14.67	September/12/2010	N
1673	March/31/2015	110.52	May/10/2014	M
1417	March/31/2015	23.69	March/02/2007	B
3431	March/31/2015	41.74	March/31/2015	D
3733	March/31/2015	10.63	March/21/2014	E
3143	March/31/2015	97.87	January/18/2015	S
2649	March/31/2015	50.33	July/01/2013	I
2025	March/31/2015	18.84	May/22/2013	C
1693	March/31/2015	19.26	June/05/2013	S
3947	March/31/2015	18.77	August/01/2013	A
3676	March/31/2015	12.76	November/28/2013	I
5360	March/31/2015	43.82	November/04/2013	E
4465	March/31/2015	16.39	July/02/2013	D
4331	March/31/2015	66.39	July/02/2013	S
6788	March/31/2015	9.32	December/03/2013	I
4840	March/31/2015	18.96	November/28/2013	B
6224	March/31/2015	25.76	October/01/2014	C
8405	March/31/2015	25.24	January/10/2006	E
6893	March/31/2015	16.38	March/26/2010	G
6621	March/31/2015	73.94	January/29/2014	C
5812	March/31/2015	9.75	July/01/2009	G
44	April/01/2015	69.31	January/01/2001	B
510	April/01/2015	26.15	April/09/2010	D
636	April/01/2015	22.87	February/18/2004	C
860	April/01/2015	41.19	January/07/2013	G
44	April/01/2015	50.78	January/01/2001	B
739	April/01/2015	8.11	September/14/2011	N
818	April/01/2015	35.15	March/22/2013	I
1820	April/01/2015	4.88	July/02/2013	C
629	April/01/2015	54.28	July/02/2013	N
1538	April/01/2015	46.72	March/03/2015	C
3197	April/01/2015	58.3	July/01/2013	M
3924	April/01/2015	114.75	April/01/2015	J
3916	April/01/2015	78.72	April/01/2015	B
3555	April/01/2015	45.25	March/21/2014	P
3893	April/01/2015	15.15	December/18/2013	G
4858	April/01/2015	24.09	September/02/2013	P
5053	April/01/2015	54.02	December/18/2013	C
5453	April/01/2015	3.26	April/04/2015	T
4371	April/01/2015	3.99	November/04/2013	S
8464	April/01/2015	11.47	November/08/2014	H
5459	April/01/2015	18.77	April/28/2014	I
37	April/02/2015	19.43	January/01/2001	B
625	April/02/2015	39.67	February/12/2008	G
336	April/02/2015	169.3	May/28/2010	N
336	April/02/2015	121.97	May/28/2010	N
854	April/02/2015	36.8	January/17/2012	C
2345	April/02/2015	52.18	April/02/2015	C
1244	April/02/2015	11.32	April/01/2013	B
1893	April/02/2015	50.0	March/01/2015	C
3198	April/02/2015	29.07	April/02/2015	B
1540	April/02/2015	12.06	June/11/2013	G
959	April/02/2015	4.01	March/26/2013	C
2288	April/02/2015	60.66	July/01/2013	B
3187	April/02/2015	49.1	February/05/2015	L
2042	April/02/2015	95.92	July/01/2013	G
1756	April/02/2015	5.33	July/01/2013	G
1540	April/02/2015	57.87	June/11/2013	G
4075	April/02/2015	24.42	July/02/2013	D
5468	April/02/2015	24.51	July/01/2013	P
4994	April/02/2015	30.82	November/28/2013	H
4813	April/02/2015	11.79	August/21/2013	G
4587	April/02/2015	7.35	August/16/2013	G
3487	April/02/2015	34.27	July/02/2013	B
6631	April/02/2015	23.76	April/02/2008	L
6915	April/02/2015	69.71	July/03/2012	G
5246	April/02/2015	87.96	November/09/2013	B
7541	April/02/2015	84.27	November/12/2014	C
6484	April/02/2015	33.2	January/24/2013	E
5892	April/02/2015	8.93	April/06/2014	O
8276	April/02/2015	19.66	March/27/2007	B
6474	April/02/2015	21.13	May/28/2014	C
117	April/03/2015	17.62	August/12/2005	B
2	April/03/2015	8.6	June/29/2004	B
192	April/03/2015	50.4	March/24/2001	B
944	April/03/2015	40.33	February/05/2010	E
1415	April/03/2015	32.53	December/06/2010	M
851	April/03/2015	49.59	May/21/2011	A
1665	April/03/2015	25.72	July/02/2013	C
100	April/03/2015	24.96	September/26/2010	E
146	April/03/2015	2.61	May/07/2010	B
1757	April/03/2015	41.78	December/02/2011	C
1717	April/03/2015	19.26	February/12/2014	B
2270	April/03/2015	13.85	July/01/2013	H
834	April/03/2015	15.49	June/26/2013	H
2669	April/03/2015	49.28	July/08/2013	C
851	April/03/2015	43.36	May/21/2011	A
454	April/03/2015	43.28	February/04/2012	B
2854	April/03/2015	8.6	June/03/2013	H
2660	April/03/2015	58.44	June/05/2013	I
2167	April/03/2015	71.96	July/01/2013	O
1657	April/03/2015	17.53	April/03/2015	L
2208	April/03/2015	12.29	July/01/2013	B
3955	April/03/2015	11.06	March/21/2014	G
2611	April/03/2015	92.33	December/13/2014	G
1506	April/03/2015	45.49	April/18/2015	D
5187	April/03/2015	42.41	April/03/2015	C
3137	April/03/2015	83.32	April/06/2015	A
5317	April/03/2015	36.7	April/03/2015	G
4603	April/03/2015	28.67	October/04/2013	B
3376	April/03/2015	144.38	December/03/2013	G
5427	April/03/2015	25.82	January/09/2014	F
5590	April/03/2015	9.74	September/02/2013	C
2297	April/03/2015	13.33	July/02/2013	N
4281	April/03/2015	25.33	November/04/2013	G
6066	April/03/2015	132.46	August/08/2014	I
4638	April/03/2015	35.23	March/21/2014	N
5921	April/03/2015	20.14	April/09/2014	M
6010	April/03/2015	12.7	January/29/2014	S
5413	April/03/2015	12.25	October/14/2014	G
4600	April/03/2015	14.6	December/19/2013	I
6643	April/03/2015	51.23	May/02/2014	C
5317	April/03/2015	80.34	April/03/2015	G
5897	April/03/2015	60.57	August/01/2014	I
7189	April/03/2015	99.1	March/07/2015	I
9246	April/03/2015	74.21	February/08/2011	G
4718	April/03/2015	34.59	November/08/2014	N
7207	April/03/2015	9.01	November/27/2006	L
9804	April/03/2015	45.22	April/03/2015	D
7481	April/03/2015	12.59	June/05/2014	L
9214	April/03/2015	20.08	April/12/2007	I
8536	April/03/2015	10.57	September/22/2005	C
211	April/04/2015	5.33	June/19/2007	F
123	April/04/2015	26.55	October/25/2002	B
76	April/04/2015	9.8	December/17/2004	B
431	April/04/2015	15.49	March/14/2008	D
76	April/04/2015	20.17	December/17/2004	B
65	April/04/2015	45.64	May/10/2007	C
1365	April/04/2015	49.1	June/01/2010	J
336	April/04/2015	134.29	May/28/2010	N
1707	April/04/2015	57.3	August/23/2014	H
1770	April/04/2015	24.42	June/20/2011	B
336	April/04/2015	72.04	May/28/2010	N
2001	April/04/2015	27.13	December/20/2014	E
716	April/04/2015	35.24	April/10/2010	B
2172	April/04/2015	8.6	September/30/2012	L
311	April/04/2015	17.62	April/15/2011	G
3071	April/04/2015	74.41	April/04/2015	A
3251	April/04/2015	33.13	April/04/2015	I
2986	April/04/2015	77.71	January/31/2015	H
3882	April/04/2015	17.62	April/04/2015	C
4144	April/04/2015	36.59	April/04/2015	C
2202	April/04/2015	11.06	July/01/2013	B
3189	April/04/2015	16.22	April/04/2015	B
2297	April/04/2015	52.75	July/02/2013	N
2321	April/04/2015	5.73	July/01/2013	C
4755	April/04/2015	16.18	March/21/2014	D
2941	April/04/2015	2.45	July/01/2013	G
4999	April/04/2015	25.82	November/10/2013	I
3405	April/04/2015	23.75	August/01/2013	G
4315	April/04/2015	26.59	November/28/2013	U
4006	April/04/2015	67.05	November/10/2014	H
3242	April/04/2015	9.77	March/21/2014	I
4187	April/04/2015	35.98	August/21/2013	F
5362	April/04/2015	28.5	March/21/2014	H
4313	April/04/2015	53.6	October/04/2013	B
4776	April/04/2015	9.41	October/04/2013	C
6146	April/04/2015	18.22	October/07/2006	L
6555	April/04/2015	12.21	October/30/2010	P
6287	April/04/2015	75.23	March/21/2014	N
5921	April/04/2015	51.42	April/09/2014	M
6882	April/04/2015	8.11	February/19/2015	G
5042	April/04/2015	36.87	October/30/2013	L
7694	April/04/2015	2.69	November/07/2014	D
8117	April/04/2015	40.98	February/14/2006	H
6885	April/04/2015	16.57	September/15/2012	G
8565	April/04/2015	5.73	September/19/2008	P
8276	April/04/2015	7.86	March/27/2007	B
8584	April/04/2015	18.01	March/21/2014	C
9176	April/04/2015	50.41	April/04/2015	I
7428	April/04/2015	16.22	January/30/2009	C
44	April/05/2015	58.37	January/01/2001	B
775	April/05/2015	4.09	August/21/2007	B
789	April/05/2015	1.56	November/27/2010	B
2019	April/05/2015	9.75	December/08/2011	B
789	April/05/2015	30.16	November/27/2010	B
101	April/06/2015	17.16	December/23/2008	B
232	April/06/2015	10.56	June/22/2004	B
702	April/06/2015	24.18	July/03/2009	H
2679	April/06/2015	72.87	April/06/2015	D
2817	April/06/2015	189.15	January/11/2015	C
3845	April/06/2015	4.09	March/21/2014	G
4371	April/06/2015	103.76	November/04/2013	S
4647	April/06/2015	16.22	January/29/2014	I
8065	April/06/2015	13.86	April/06/2015	B
8526	April/06/2015	34.42	June/17/2005	B
37	April/07/2015	22.3	January/01/2001	B
443	April/07/2015	76.39	May/29/2003	B
138	April/07/2015	13.44	August/19/2003	H
138	April/07/2015	14.26	August/19/2003	H
408	April/07/2015	16.8	April/10/2009	C
100	April/07/2015	23.91	September/26/2010	E
1645	April/07/2015	17.01	April/07/2015	C
281	April/07/2015	5.66	March/19/2011	B
1761	April/07/2015	36.72	April/16/2008	C
3793	April/07/2015	21.72	July/01/2013	G
2566	April/07/2015	3.67	June/29/2013	D
3151	April/07/2015	19.58	July/02/2013	G
2566	April/07/2015	3.28	June/29/2013	D
6278	April/07/2015	12.29	March/21/2014	F
6724	April/07/2015	16.38	April/22/2014	I
7262	April/07/2015	42.04	January/20/2015	T
5765	April/07/2015	20.66	January/09/2014	A
5234	April/07/2015	14.66	December/18/2013	P
6065	April/07/2015	29.18	September/17/2014	F
6307	April/07/2015	32.75	September/02/2003	I
8425	April/07/2015	11.07	April/10/2015	G
14	April/08/2015	41.1	June/24/2004	F
455	April/08/2015	8.6	January/14/2004	C
44	April/08/2015	53.99	January/01/2001	B
138	April/08/2015	93.77	August/19/2003	H
714	April/08/2015	49.59	October/04/2009	C
336	April/08/2015	23.59	May/28/2010	N
1417	April/08/2015	22.54	March/02/2007	B
629	April/08/2015	18.13	July/02/2013	N
1694	April/08/2015	143.31	July/01/2013	B
2789	April/08/2015	22.45	May/29/2013	C
4534	April/08/2015	30.98	July/25/2013	I
6287	April/08/2015	16.39	March/21/2014	N
6487	April/08/2015	15.9	February/10/2014	C
4882	April/08/2015	11.06	April/11/2014	M
4882	April/08/2015	6.55	April/11/2014	M
7745	April/08/2015	45.92	April/08/2015	I
8752	April/08/2015	38.52	February/16/2007	B
6772	April/08/2015	22.33	April/08/2015	C
144	April/09/2015	30.98	August/29/2009	I
149	April/09/2015	41.39	January/01/2001	B
33	April/09/2015	135.66	March/17/2005	B
332	April/09/2015	33.95	January/01/2001	B
1091	April/09/2015	10.65	December/04/2010	M
53	April/09/2015	37.62	March/23/2000	B
672	April/09/2015	60.65	July/11/2009	E
378	April/09/2015	18.81	March/18/2004	B
632	April/09/2015	54.01	October/01/2012	B
2957	April/09/2015	18.77	July/02/2013	I
3155	April/09/2015	81.96	April/09/2015	C
3423	April/09/2015	30.32	April/09/2015	C
3326	April/09/2015	32.94	November/12/2014	G
2422	April/09/2015	49.99	February/19/2015	C
1227	April/09/2015	122.81	December/06/2014	B
3398	April/09/2015	12.29	July/01/2013	K
3155	April/09/2015	15.95	April/09/2015	C
3750	April/09/2015	34.02	February/14/2015	G
3577	April/09/2015	32.7	July/01/2013	M
4882	April/09/2015	9.42	April/11/2014	M
6208	April/09/2015	121.92	June/23/2012	E
7055	April/09/2015	15.98	November/07/2014	B
7648	April/09/2015	84.34	April/09/2015	A
8325	April/09/2015	3.93	November/08/2014	G
9523	April/09/2015	19.51	April/09/2015	O
5593	April/09/2015	70.41	January/09/2014	O
6105	April/09/2015	7.78	April/30/2014	L
268	April/10/2015	17.95	June/12/2004	B
265	April/10/2015	51.83	April/03/2001	B
331	April/10/2015	8.11	June/21/1999	B
771	April/10/2015	26.05	February/27/2010	B
1386	April/10/2015	184.8	August/23/2006	B
632	April/10/2015	6.55	October/01/2012	B
632	April/10/2015	6.55	October/01/2012	B
336	April/10/2015	103.71	May/28/2010	N
1448	April/10/2015	30.08	June/28/2004	B
2466	April/10/2015	10.57	June/06/2011	C
2796	April/10/2015	58.87	March/14/2015	M
1653	April/10/2015	6.87	June/19/2014	C
2178	April/10/2015	81.25	May/04/2014	C
515	April/10/2015	9.83	August/08/2012	G
2118	April/10/2015	121.97	April/10/2015	C
3484	April/10/2015	11.87	July/02/2013	C
1783	April/10/2015	45.75	July/02/2013	P
3263	April/10/2015	164.05	July/25/2013	I
4431	April/10/2015	30.43	November/12/2014	I
4527	April/10/2015	11.8	August/16/2013	A
1356	April/10/2015	14.65	July/01/2013	G
2566	April/10/2015	67.56	June/29/2013	D
4644	April/10/2015	36.8	April/10/2015	J
4788	April/10/2015	9.42	September/17/2013	P
4843	April/10/2015	160.35	November/13/2013	I
4125	April/10/2015	53.18	November/20/2014	A
3356	April/10/2015	45.05	July/02/2013	P
5972	April/10/2015	13.51	November/07/2014	P
6113	April/10/2015	32.77	November/08/2014	K
4840	April/10/2015	12.44	November/28/2013	B
5814	April/10/2015	19.59	October/06/2014	I
7208	April/10/2015	27.43	November/29/2010	M
6010	April/10/2015	33.07	January/29/2014	S
6866	April/10/2015	33.14	April/10/2015	U
5814	April/10/2015	17.13	October/06/2014	I
8522	April/10/2015	44.99	May/17/2006	E
8568	April/10/2015	4.5	April/10/2015	I
7745	April/10/2015	10.24	April/08/2015	I
9546	April/10/2015	8.6	December/16/2009	G
5	April/11/2015	130.15	September/17/2002	B
12	April/11/2015	167.94	January/20/2006	E
817	April/11/2015	47.24	February/24/2006	B
88	April/11/2015	37.86	November/02/2005	C
713	April/11/2015	41.29	December/20/2008	I
1248	April/11/2015	39.65	October/16/2010	C
1325	April/11/2015	101.24	November/27/2011	A
1483	April/11/2015	10.63	May/24/2012	B
1639	April/11/2015	34.33	July/01/2013	G
1910	April/11/2015	44.09	September/24/2011	H
58	April/11/2015	11.39	August/04/2009	I
99	April/11/2015	8.85	December/12/2010	B
4	April/11/2015	35.65	July/28/2011	B
2576	April/11/2015	31.23	October/07/2014	F
629	April/11/2015	22.24	July/02/2013	N
2705	April/11/2015	58.72	July/01/2013	C
3982	April/11/2015	56.36	April/11/2015	B
4134	April/11/2015	65.41	April/11/2015	B
3661	April/11/2015	60.43	July/25/2013	I
3263	April/11/2015	20.9	July/25/2013	I
3561	April/11/2015	23.09	July/01/2013	H
3238	April/11/2015	58.15	July/01/2013	Q
2950	April/11/2015	153.26	August/01/2013	G
4529	April/11/2015	16.72	August/21/2013	O
2990	April/11/2015	45.11	July/01/2013	H
5511	April/11/2015	18.03	December/22/2013	H
5416	April/11/2015	57.1	November/18/2013	H
5438	April/11/2015	67.93	June/18/2014	M
6085	April/11/2015	58.93	March/21/2014	N
4242	April/11/2015	38.67	October/14/2014	B
6172	April/11/2015	19.82	December/18/2013	L
6723	April/11/2015	31.9	January/21/2014	B
6259	April/11/2015	12.21	March/21/2014	B
7018	April/11/2015	62.21	March/21/2014	B
5537	April/11/2015	8.99	January/27/2014	I
7560	April/11/2015	21.71	January/27/2015	I
7860	April/11/2015	51.67	November/12/2014	F
3870	April/11/2015	149.02	November/30/2014	I
8612	April/11/2015	18.44	November/10/2014	I
6982	April/11/2015	37.3	May/20/2010	O
9090	April/11/2015	9.83	November/13/2007	H
7339	April/11/2015	72.78	April/19/2008	H
9041	April/11/2015	21.29	November/10/2014	I
5213	April/11/2015	90.5	March/21/2014	C
5728	April/11/2015	5.73	August/25/2003	C
4665	April/11/2015	32.38	July/01/2013	H
141	April/12/2015	27.46	January/19/2009	M
